origin_crs,dest_crs,single_fare_gbp,ticket_code
ELO,LON,116.6,SOS
NET,LON,116.6,SOS
RDF,LON,116.6,SOS
HKM,LON,116.6,SOS
BPA,LON,21.3,SDS
BPA,SRA,17.7,SDS
LCN,LON,116.6,SOS
CLM,LON,116.6,SOS
FSK,LON,116.6,SOS
ROL,LON,116.6,SOS
SWD,LON,116.6,SOS
GBG,KGX,96.0,SDS
DON,LON,136.9,SOS
GRA,LON,93.9,SDS
CNS,KGX,111.0,SOS
,LON,7.0,SDS
,SRA,7.0,SDS
CWE,KGX,115.0,SOS
KKS,KGX,111.0,SOS
HFS,KGX,111.0,SOS
ALP,KGX,115.0,SOS
EGY,KGX,95.0,SDS
WWL,LON,119.8,SOS
SRO,KGX,95.0,SOS
WRK,KGX,94.0,SOS
WOP,LON,60.0,SDS
MRW,LST,7.0,SDS
MRW,SRA,7.0,SDS
CHD,LON,128.1,SOS
RMC,KGX,111.0,SOS
FGW,LON,164.5,SDS
SWN,KGX,111.0,SOS
SHF,LON,128.1,SOS
MEX,KGX,111.0,SOS
BNY,KGX,107.0,SOS
STY,LON,92.8,SDS
BIS,LON,17.1,SDS
BIS,SRA,16.6,SDS
BTR,LON,32.8,SDS
BTR,SRA,26.0,SDS
BTR,STP,34.5,SDS
HWM,LON,14.1,SDS
SAW,LON,14.9,SDS
SAW,SRA,14.8,SDS
BMD,LST,8.5,SDS
BMD,SRA,8.5,SDS
BXB,LON,13.8,SDS
CHN,LST,10.1,SDS
ENL,LST,9.4,SDS
HFE,LST,13.8,SDS
PON,LST,8.5,SDS
PON,SRA,8.5,SDS
RYH,LON,13.8,SDS
SMT,LON,13.8,SDS
WLC,LST,9.5,SDS
WAR,LON,13.8,SDS
HWN,LON,13.6,SDS
HWN,SRA,11.2,SDS
RYN,LON,11.0,SDS
ESM,LON,22.9,SDS
ESM,SRA,22.0,SDS
SST,LON,17.7,SDS
SST,SRA,16.9,SDS
SSD,LON,23.0,SDS
SSD,SRA,22.0,SDS
CHM,LON,19.0,SDS
CHM,SRA,15.6,SDS
CES,LON,32.8,SDS
CES,SRA,26.0,SDS
CES,STP,34.5,SDS
KEL,LON,32.8,SDS
KEL,SRA,26.0,SDS
KEL,STP,34.5,SDS
WTM,LON,24.8,SDS
WTM,SRA,21.2,SDS
WTM,STP,31.9,SDS
HAP,LON,24.4,SDS
HAP,SRA,20.5,SDS
HAP,STP,30.4,SDS
WNY,LON,31.8,SDS
WNY,SRA,25.3,SDS
WNY,STP,33.8,SDS
ALR,LON,43.4,SDS
ALR,SRA,36.3,SDS
ALR,STP,44.8,SDS
CLT,LON,47.4,SDS
CLT,SRA,43.0,SDS
CLT,STP,51.5,SDS
HYH,LON,39.3,SDS
HYH,SRA,36.3,SDS
HYH,STP,44.8,SDS
FRI,LON,47.4,SDS
FRI,SRA,43.0,SDS
FRI,STP,51.5,SDS
GRB,LON,46.5,SDS
GRB,SRA,36.8,SDS
GRB,STP,45.3,SDS
MNG,LON,44.0,SDS
MNG,SRA,37.4,SDS
MNG,STP,45.9,SDS
TLS,LON,47.4,SDS
TLS,SRA,38.8,SDS
TLS,STP,47.3,SDS
WON,LON,47.4,SDS
WON,SRA,43.0,SDS
WON,STP,51.5,SDS
WEE,LON,46.5,SDS
WEE,SRA,37.1,SDS
WEE,STP,45.6,SDS
WIV,LON,43.4,SDS
WIV,SRA,36.3,SDS
WIV,STP,44.8,SDS
KBX,LON,47.4,SDS
KBX,SRA,40.9,SDS
KBX,STP,49.4,SDS
MKT,LON,33.9,SDS
MKT,SRA,27.3,SDS
MKT,STP,35.8,SDS
HAC,LST,4.5,SDS
HAC,SRA,4.5,SDS
ALN,LON,25.3,SDS
ALN,SRA,22.0,SDS
ALN,STP,31.3,SDS
BLB,LON,22.2,SDS
BLB,SRA,18.5,SDS
BLB,STP,27.0,SDS
BIC,LON,15.5,SDS
BIC,SRA,12.7,SDS
BIC,STP,22.3,SDS
BRE,LST,12.1,SDS
BRE,SRA,10.1,SDS
BRE,STP,18.6,SDS
BUU,LON,26.0,SDS
BUU,SRA,22.5,SDS
BUU,STP,32.5,SDS
CTH,LST,8.5,SDS
NFA,LON,24.7,SDS
NFA,SRA,21.0,SDS
NFA,STP,29.5,SDS
FOG,LST,5.9,SDS
FOG,SRA,3.5,SDS
FOG,STP,12.0,SDS
GDP,LST,9.4,SDS
GMY,LST,7.0,SDS
HRO,LST,9.4,SDS
HOC,LST,20.1,SDS
HOC,SRA,16.6,SDS
HOC,STP,26.9,SDS
IFD,LST,7.0,SDS
INT,LON,15.3,SDS
INT,SRA,12.7,SDS
INT,STP,22.3,SDS
MNP,LST,5.9,SDS
MNP,SRA,3.5,SDS
MNP,STP,12.0,SDS
RLG,LON,20.1,SDS
RLG,SRA,16.6,SDS
RLG,STP,26.9,SDS
RFD,LST,20.1,SDS
RFD,SRA,16.6,SDS
RFD,STP,26.9,SDS
RMF,LST,9.4,SDS
SNF,LST,15.6,SDS
SNF,SRA,13.3,SDS
SNF,STP,21.8,SDS
SMN,LON,26.0,SDS
SMN,SRA,23.0,SDS
SMN,STP,32.6,SDS
WIC,LON,16.7,SDS
WIC,SRA,13.8,SDS
WIC,STP,24.2,SDS
SOF,LON,23.4,SDS
SOF,SRA,19.9,SDS
SOF,STP,28.4,SDS
SVK,LST,7.0,SDS
DVC,LON,45.5,SDS
DVC,SRA,39.0,SDS
DVC,STP,47.5,SDS
HPQ,LON,45.5,SDS
HPQ,SRA,41.3,SOS
HPQ,STP,49.8,SOS
HWC,LON,45.5,SDS
HWC,SRA,39.0,SDS
HWC,STP,47.5,SDS
MIS,LON,44.6,SDS
MIS,SRA,37.4,SDS
MIS,STP,45.9,SDS
WRB,LON,44.6,SDS
WRB,SRA,39.0,SDS
WRB,STP,47.5,SDS
BHK,LST,8.5,SDS
CHI,LST,8.5,SDS
CHI,SRA,4.2,SDS
HIP,LST,7.0,SDS
HIP,SRA,5.0,SDS
CPT,LST,4.5,SDS
CPT,SRA,3.5,SDS
LEB,LST,7.0,SDS
LEB,SRA,3.5,SDS
NEG,KGX,95.0,SDS
SVS,LST,7.0,SDS
SVS,SRA,4.2,SDS
SKW,LST,4.5,SDS
SKW,SRA,4.2,SDS
EDR,LST,7.0,SDS
EDR,SRA,5.0,SDS
SBU,LST,8.5,SDS
SBU,SRA,5.8,SDS
TEO,LST,9.5,SDS
TEO,SRA,6.2,SDS
TOM,LST,7.0,SDS
TOM,SRA,7.0,SDS
TUR,LST,9.4,SDS
TUR,SRA,6.4,SDS
WHC,LST,7.0,SDS
WHC,SRA,4.2,SDS
WST,LST,7.0,SDS
WST,SRA,5.0,SDS
WHL,LST,5.9,SDS
WHL,SRA,4.2,SDS
BCV,LST,5.9,SDS
BCV,SRA,4.2,SDS
ENF,LST,8.5,SDS
BET,LST,4.5,SDS
BET,SRA,4.5,SDS
CBH,LST,4.5,SDS
CBH,SRA,4.5,SDS
SFI,KGX,95.0,SDS
LST,SRA,7.0,SDS
LOF,LST,4.5,SDS
LOF,SRA,4.5,SDS
REC,LST,4.5,SDS
REC,SRA,4.2,SDS
SMH,LST,5.9,SDS
SMH,SRA,4.2,SDS
SRA,LST,7.0,SDS
MYL,LST,5.9,SDS
MYL,STP,12.0,SDS
NUM,LST,5.9,SDS
SLV,LST,7.0,SDS
SJS,LST,5.9,SDS
BGA,LON,89.1,SOS
BSE,LON,47.5,SOS
KNE,LON,41.3,SOS
AUD,LON,27.9,SDS
CBG,BFR,4.0,TKR
CBG,KGX,4.0,TKR
CBG,LBG,4.0,TKR
CBG,LON,4.0,TKR
CBG,STP,4.0,TKR
DUL,LON,43.8,SDS
FXN,BFR,29.9,SDS
FXN,LBG,29.9,SDS
FXN,LON,4.0,TKR
GRC,LON,29.4,SDS
GRC,SRA,29.4,SDS
MEL,BFR,29.9,SDS
MEL,LBG,29.9,SDS
MEL,LON,4.0,TKR
NMK,LON,43.8,SDS
NWE,LON,25.6,SDS
NWE,SRA,25.5,SDS
SED,LON,29.4,SDS
SED,SRA,29.4,SDS
STH,BFR,29.9,SDS
STH,LBG,29.9,SDS
STH,LON,4.0,TKR
WLF,LON,29.4,SDS
WLF,SRA,29.4,SDS
CWC,LON,38.2,SDS
CWC,SRA,32.3,SDS
CWC,STP,40.8,SDS
DOW,BFR,47.2,SDS
DOW,LBG,47.2,SDS
DOW,LON,4.0,TKR
WTG,BFR,47.2,SDS
WTG,LBG,47.2,SDS
WTG,LON,4.0,TKR
ELY,BFR,39.0,SDS
ELY,LBG,39.0,SDS
ELY,LON,4.0,TKR
LTP,BFR,42.9,SDS
LTP,LBG,42.9,SDS
LTP,LON,4.0,TKR
SPP,LON,45.1,SDS
WBC,BFR,33.0,SDS
WBC,LBG,33.0,SDS
WBC,LON,4.0,TKR
BUE,LON,41.6,SDS
BUE,SRA,33.2,SDS
BUE,STP,41.7,SDS
SUY,LON,42.8,SDS
SUY,SRA,33.7,SDS
SUY,STP,42.2,SDS
KLN,BFR,48.7,SDS
KLN,LBG,48.7,SDS
KLN,LON,4.0,TKR
MCH,LON,46.2,SDS
WLE,LON,45.1,SDS
BND,LON,76.3,SOS
LAK,LON,45.1,SDS
TTF,LON,78.7,SOS
DSM,LON,74.3,SOS
DBR,LON,66.8,SOS
DBR,SRA,66.8,SOS
DBR,STP,75.3,SOS
FLX,LON,66.8,SOS
FLX,SRA,66.8,SOS
FLX,STP,75.3,SOS
IPS,LON,66.8,SOS
IPS,SRA,66.8,SOS
IPS,STP,75.3,SOS
MES,LON,68.8,SOS
MES,SRA,66.8,SOS
MES,STP,75.3,SOS
SFA,LON,8.5,SDS
SAX,LON,74.3,SOS
TRM,LON,66.8,SOS
TRM,SRA,66.8,SOS
TRM,STP,75.3,SOS
WFI,LON,66.8,SOS
WFI,SRA,66.8,SOS
WFI,STP,75.3,SOS
WCM,LON,74.3,SOS
WDB,LON,68.8,SOS
WDB,SRA,66.8,SOS
WDB,STP,75.3,SOS
BCC,LON,77.4,SOS
BRP,LON,77.4,SOS
HAS,LON,77.4,SOS
LWT,LON,77.4,SOS
OUN,LON,82.2,SOS
OUS,LON,77.4,SOS
ACL,LON,90.5,SOS
BDA,LON,89.1,SOS
BUC,LON,82.2,SOS
CNY,LON,82.2,SOS
CMR,LON,92.6,SOS
RNR,LON,92.6,SOS
GNT,LON,92.6,SOS
HAD,LON,82.2,SOS
LGD,LON,90.5,SOS
NWA,LON,92.6,SOS
NRW,LON,88.9,SOS
REE,LON,82.2,SOS
SAH,LON,92.6,SOS
SHM,LON,92.6,SOS
SYT,LON,82.2,SOS
WRT,LON,92.6,SOS
HXM,LON,92.6,SOS
GYM,LON,94.7,SOS
WRN,LON,92.6,SOS
BYA,LON,90.5,SOS
DIS,LON,82.1,SOS
ESW,LON,76.1,SOS
NMT,LON,72.1,SOS
SMK,LON,72.1,SOS
TRS,LON,48.5,SOS
ATL,LON,78.7,SOS
ECS,LON,78.7,SOS
HRD,LON,78.7,SOS
SPN,LON,78.7,SOS
WMD,LON,78.7,SOS
PRL,LST,20.1,SDS
PRL,SRA,16.6,SDS
PRL,STP,26.9,SDS
SOV,LST,20.1,SDS
SOV,SRA,16.6,SDS
SOV,STP,26.9,SDS
BEF,LON,11.7,SDS
BEF,SRA,12.5,SDS
DDK,LON,8.5,SDS
GRY,LON,7.7,SDS
GRY,SRA,8.8,SDS
LAI,LON,9.5,SDS
LAI,SRA,10.9,SDS
LES,LON,11.7,SDS
LES,SRA,12.5,SDS
CFH,LON,7.7,SDS
CFH,SRA,8.8,SDS
OCK,LON,7.7,SDS
OCK,SRA,8.8,SDS
PSE,LON,10.1,SDS
PSE,SRA,11.9,SDS
PFL,LON,7.7,SDS
PFL,SRA,8.8,SDS
RNM,LON,9.4,SDS
SRY,LON,13.1,SDS
SRY,SRA,13.9,SDS
SOC,LON,12.4,SDS
SOC,SRA,13.4,SDS
SOE,LON,12.4,SDS
SOE,SRA,13.4,SDS
SFO,LON,9.5,SDS
SFO,SRA,10.9,SDS
TPB,LON,13.1,SDS
TPB,SRA,13.9,SDS
UPM,LON,7.0,SDS
WHR,LON,7.8,SDS
WHR,SRA,8.8,SDS
,LON,7.7,SDS
,SRA,8.8,SDS
CHW,LON,11.7,SDS
CHW,SRA,12.5,SDS
ETL,LON,9.5,SDS
ETL,SRA,10.9,SDS
EMP,LON,9.4,SDS
WEH,FST,7.0,SDS
WCF,LON,12.4,SDS
WCF,SRA,13.4,SDS
LHS,FST,7.0,SDS
BKG,LON,7.0,SDS
BSO,LON,9.5,SDS
BSO,SRA,10.9,SDS
BLO,KGX,91.0,SDS
CRB,KGX,94.0,SDS
HEX,KGX,95.0,SDS
PRU,KGX,91.0,SDS
RDM,KGX,94.0,SDS
SKS,KGX,93.0,SDS
WYM,KGX,91.0,SDS
BLL,KGX,95.0,SDS
BMP,LON,209.0,SOS
HWH,KGX,95.0,SDS
HDB,KGX,95.0,SDS
WRL,LON,209.0,SOS
CRM,KGX,93.0,SDS
MAS,KGX,90.0,SDS
ASL,KGX,92.0,SDS
SUN,KGX,91.0,SDS
SEB,LON,218.0,SOS
NWH,KGX,91.0,SDS
MCE,KGX,90.0,SDS
NCL,LON,200.8,SOS
BNR,LON,218.0,SOS
DOT,KGX,91.0,SDS
DHM,LON,199.9,SOS
EBL,LON,218.0,SOS
MBT,LON,93.5,OR2
ILN,LON,125.5,SOS
BWK,LON,204.0,SOS
,LBG,8.2,SDS
,LON,7.0,SDS
,LON,7.0,SDS
,SRA,7.0,SDS
,LON,7.0,SDS
,SRA,7.0,SDS
,LON,7.0,SDS
,SRA,7.0,SDS
,LON,7.0,SDS
,SRA,7.0,SDS
,SRA,7.0,SDS
,LON,40.7,SDS
,SRA,7.0,SDS
KNW,EUS,58.7,SOS
KNW,LON,91.0,SDS
CMB,KGX,4.0,TKR
CMB,LON,4.0,TKR
GOO,KGX,113.5,SOS
SAM,KGX,115.0,SOS
ARR,KGX,130.0,SOS
BEV,KGX,127.0,SOS
BDT,KGX,131.0,SOS
CGM,KGX,127.0,SOS
DRF,KGX,130.0,SOS
FRY,KGX,127.0,SOS
HES,KGX,127.0,SOS
HUT,KGX,130.0,SOS
NFN,KGX,130.0,SOS
GBD,KGX,123.0,SOS
YRK,LON,172.5,SOS
,SRA,7.0,SDS
BYK,KGX,111.0,SOS
AWK,KGX,111.0,SOS
SES,KGX,111.0,SOS
SNA,KGX,111.0,SOS
WIA,LON,94.4,SDS
BHS,LON,140.7,SOS
BBW,LON,140.7,SOS
DBD,LON,140.7,SOS
HOY,LON,140.7,SOS
LCK,LON,140.7,SOS
SPY,LON,140.7,SOS
SSM,LON,140.7,SOS
LDS,LON,160.6,SOS
MOV,LON,92.8,SDS
WRP,LON,91.0,SDS
MRP,LON,128.1,SOS
FZW,KGX,111.0,SOS
AVM,KGX,115.0,SDS
RSN,LON,204.0,SOS
INV,KGX,116.0,SDS
KIN,KGX,114.0,SDS
DBL,KGX,102.5,SDS
GLE,KGX,105.0,SDS
OBN,KGX,118.0,SDS
PIT,KGX,109.0,SDS
PTH,KGX,105.0,SDS
BSU,KGX,94.0,SDS
NEW,KGX,95.0,SDS
FTW,KGX,121.0,SDS
WBP,VIC,4.5,SDS
WBP,WAT,4.5,SDS
DYC,KGX,128.0,SDS
STN,KGX,114.0,SDS
ABD,KGX,114.0,SDS
ELG,KGX,125.0,SDS
BYF,KGX,106.0,SDS
CAN,KGX,108.0,SDS
DEE,KGX,105.0,SDS
MON,KGX,107.0,SDS
ARB,KGX,109.0,SDS
MTS,KGX,109.0,SDS
AUR,KGX,97.0,SDS
BTS,KGX,98.0,SDS
CUP,KGX,104.0,SDS
DAG,KGX,97.0,SDS
INK,KGX,95.0,SDS
KGH,KGX,99.0,SDS
KDY,KGX,97.0,SDS
LDY,KGX,102.0,SDS
MNC,KGX,102.0,SDS
COW,KGX,101.0,SDS
DFE,KGX,96.0,SDS
DFL,KGX,97.0,SDS
LEU,KGX,104.0,SDS
NQU,KGX,97.0,SDS
ROS,KGX,97.0,SDS
KGE,KGX,94.0,SDS
CUH,KGX,97.0,SDS
PIR,LON,92.8,SDS
KKN,KGX,97.0,SDS
WTA,KGX,95.0,SDS
SEJ,KGX,91.0,SDS
SLA,KGX,94.0,SDS
OKI,LON,149.5,SDS
FLD,KGX,99.0,SDS
HTW,KGX,100.0,SDS
WCL,KGX,98.0,SDS
BRC,KGX,98.0,SDS
GLT,KGX,101.0,SDS
MUB,KGX,97.0,SDS
ADW,KGX,98.0,SDS
BHG,KGX,97.0,SDS
DRM,KGX,97.0,SDS
SGL,KGX,96.0,SDS
EDB,EUS,205.5,SOS
EDB,LON,204.8,SOS
GAL,KGX,102.0,SDS
LND,KGX,97.0,SDS
NBW,KGX,97.0,SDS
WAF,KGX,95.0,SDS
PST,KGX,95.0,SDS
LSN,KGX,96.0,SDS
LVG,KGX,96.0,SDS
UHA,KGX,96.0,SDS
EDP,KGX,94.0,SDS
SOI,KGX,99.0,SDS
DAM,KGX,95.0,SDS
HYM,KGX,94.0,SDS
LIN,KGX,97.0,SDS
ADS,KGX,109.0,SDS
AYR,KGX,111.0,SDS
TWB,KGX,102.0,SDS
KMK,KGX,108.0,SDS
KMK,LON,205.5,SOS
SDM,KGX,106.0,SDS
STR,LON,237.0,SOS
NCO,LON,149.5,SDS
GRK,KGX,108.0,SDS
GKC,KGX,108.0,SDS
PYG,KGX,105.0,SDS
MTH,KGX,100.0,SDS
MTH,LON,205.5,SOS
WSH,KGX,97.0,SDS
LWM,LON,149.5,SDS
CLU,KGX,107.0,SDS
CRS,KGX,100.0,SDS
LNK,KGX,109.0,SDS
BLH,KGX,104.0,SDS
CEA,KGX,103.0,SDS
HLY,KGX,101.0,SDS
SHS,KGX,100.0,SDS
CBS,KGX,101.0,SDS
DRU,KGX,100.0,SDS
ADR,KGX,100.0,SDS
BAI,KGX,101.0,SDS
COA,KGX,101.0,SDS
CBL,KGX,102.0,SDS
UDD,KGX,105.0,SDS
HYN,KGX,103.0,SDS
CBK,LON,88.1,OR2
BHC,KGX,107.0,SDS
DLR,KGX,106.0,SDS
DBC,KGX,106.0,SDS
DBE,KGX,106.0,SDS
LBT,KGX,97.0,SDS
CRF,KGX,101.0,SDS
CMO,KGX,99.0,SDS
ALO,KGX,102.5,SDS
STG,KGX,101.5,SDS
BEA,KGX,102.0,SDS
EST,KGX,102.0,SDS
BLG,KGX,103.0,SDS
CAY,KGX,106.0,SDS
,KGX,101.0,SDS
CKY,LON,147.1,SDS
SLS,KGX,102.0,SDS
GAR,KGX,105.0,SDS
HST,KGX,103.0,SDS
,KGX,99.0,SDS
CHC,KGX,106.0,SDS
EBV,LON,147.1,SDS
LTH,LON,147.1,SDS
PTK,KGX,103.0,SDS
NBE,LON,147.1,SDS
,KGX,100.0,SDS
RCA,LON,147.1,SDS
ROR,LON,147.1,SDS
LLR,LON,149.5,SDS
PMT,KGX,97.0,SDS
BBG,KGX,106.0,SDS
CRO,KGX,101.0,SDS
LNZ,KGX,102.0,SDS
,LON,23.1,OR2
,STP,23.5,OR2
BRN,KGX,104.0,SDS
CDR,KGX,106.0,SDS
CGD,KGX,107.0,SDS
ANL,KGX,104.0,SDS
DMR,KGX,104.0,SDS
,LON,131.5,SDS
,LON,152.5,SDS
,LON,152.5,SDS
,LON,56.6,SDS
,LON,152.5,SDS
,LON,127.3,SOS
,LON,121.1,SOS
,LON,62.0,SDS
,LON,32.0,SDS
,LON,30.8,SDS
,LON,30.8,SDS
,LON,131.5,SDS
,LON,50.2,SDS
,LON,50.2,SDS
,LON,162.5,SDS
,LON,152.5,SDS
,LON,152.5,SDS
,LON,151.5,SDS
,LON,151.5,SDS
,LON,152.5,SDS
,LON,152.5,SDS
,LON,51.8,SDS
,LON,204.0,SOS
,LON,38.1,SDS
,LON,62.7,OR2
,LON,50.2,SDS
,LON,33.4,SDS
,LON,34.9,SDS
,LON,211.7,SOS
,LON,211.5,SOS
,LON,211.4,SOS
,LON,208.6,SOS
,LON,85.6,OR2
,LON,87.2,OR2
,LON,56.4,SDS
,LON,82.8,OR2
,LON,211.9,SOS
,LON,231.8,FOR
,LON,231.8,FOR
,LON,77.35,OR2
,LON,70.65,OR2
,LON,210.3,SOS
,LON,54.0,SDS
,LON,54.4,SDS
,LON,121.65,FOR
,LON,132.4,SOS
,LON,128.9,SOS
,LON,50.9,SDS
,LON,25.6,SDS
,LON,55.2,SDS
,LON,126.2,SOS
,LON,128.9,SOS
,LON,29.6,SDS
,LON,160.9,FOR
,LON,160.9,FOR
,LON,127.5,SOS
,LON,120.2,SOS
,LON,52.6,OR2
,LON,49.8,SDS
,LON,152.5,SDS
,LON,152.5,SDS
,LON,151.5,SDS
,LON,152.5,SDS
,LON,152.5,SDS
,LON,152.5,SDS
,LON,50.2,SDS
,LON,152.5,SDS
,LON,56.6,SDS
,LON,152.5,SDS
,EUS,96.0,SDS
,EUS,95.0,SDS
,EUS,94.0,SDS
,EUS,97.0,SDS
,EUS,98.0,SDS
,EUS,100.0,SDS
,EUS,96.0,SDS
,EUS,99.0,SDS
,EUS,100.0,SDS
,EUS,102.0,SDS
,EUS,98.0,SDS
,EUS,102.0,SDS
,EUS,73.0,SDS
,EUS,77.0,SDS
,EUS,80.0,SDS
,EUS,84.5,SDS
,EUS,95.0,SDS
,EUS,104.5,SDS
,EUS,58.7,SOS
,EUS,77.2,SOS
,LON,200.8,SOS
,LON,182.8,SOS
,LON,204.8,SOS
,LON,101.9,SOS
,LON,73.1,OR2
,EUS,70.0,SOS
,EUS,70.0,SOS
,EUS,58.7,SOS
,LON,157.7,SOS
,LON,145.4,SOS
,LON,181.7,SOS
,LON,100.0,SOS
,LON,84.3,SOS
,KGX,88.0,SOS
,LON,99.1,SDS
,KGX,92.0,SOS
,LON,101.9,SOS
,LON,103.0,SOS
,KGX,82.0,SOS
,LON,90.2,SOS
,STP,82.8,SOS
,STP,89.3,SOS
,STP,97.7,SOS
,STP,96.5,SOS
,STP,96.3,SOS
,STP,101.1,SOS
,STP,101.1,SOS
,STP,82.8,SOS
,STP,85.7,SOS
,STP,80.6,SOS
,STP,99.0,SOS
,LON,201.9,SOS
,LON,207.5,SOS
,EUS,72.2,SOS
,EUS,65.0,SOS
,EUS,65.0,SOS
,EUS,64.3,SOS
,EUS,65.0,SOS
,EUS,65.0,SOS
,EUS,64.3,SOS
,LON,68.0,OR2
,EUS,58.7,SOS
,EUS,58.7,SOS
,EUS,58.7,SOS
,EUS,65.0,SOS
,EUS,58.7,SOS
,EUS,58.7,SOS
,LON,172.5,SOS
,LON,153.6,SOS
,LON,171.7,SOS
,LON,208.3,SOS
,LON,249.1,SOS
,LON,197.3,SOS
,LON,50.1,SDS
,LON,48.4,SDS
,LON,181.5,SOS
,LON,205.9,SOS
,EUS,70.0,SOS
,LON,172.5,SOS
,STP,126.0,SOS
,STP,118.0,SOS
,KGX,123.0,SOS
,KGX,106.0,SOS
,KGX,83.0,SOS
,KGX,80.0,SOS
,KGX,120.0,SOS
,LON,203.7,SOS
,STP,14.6,SDS
,LON,9.4,SDS
,SRA,8.2,SDS
,LON,7.0,SDS
,SRA,8.2,SDS
,LON,5.9,SDS
,LON,7.0,SDS
,SRA,8.2,SDS
,LON,9.4,SDS
,LON,7.0,SDS
,LON,5.9,SDS
,SRA,4.5,SDS
,STP,14.3,SDS
,STP,13.5,SDS
,STP,12.7,SDS
,LON,8.5,SDS
,LON,9.4,SDS
,STP,9.4,SDS
,LON,8.5,SDS
,STP,8.5,SDS
,LON,7.0,SDS
,STP,7.0,SDS
,LON,5.9,SDS
,STP,5.9,SDS
,LON,5.9,SDS
,STP,5.9,SDS
,LON,5.9,SDS
,STP,5.9,SDS
,LON,5.9,SDS
,STP,5.9,SDS
,LON,4.5,SDS
,SRA,8.2,SDS
,STP,4.5,SDS
,LON,9.4,SDS
,STP,9.4,SDS
,LON,8.5,SDS
,STP,8.5,SDS
,LON,7.0,SDS
,STP,7.0,SDS
,LON,7.0,SDS
,STP,7.0,SDS
,LON,7.0,SDS
,STP,7.0,SDS
,LON,8.5,SDS
,STP,8.5,SDS
,LON,7.0,SDS
,STP,7.0,SDS
,SRA,8.2,SDS
,SRA,7.3,SDS
,STP,4.5,SDS
,LON,5.9,SDS
,STP,5.9,SDS
,LON,9.4,SDS
,STP,9.4,SDS
,LON,8.5,SDS
,STP,8.5,SDS
,LON,5.9,SDS
,STP,5.9,SDS
,LON,8.5,SDS
,STP,8.5,SDS
,LON,7.0,SDS
,STP,8.5,SDS
,LON,7.0,SDS
,STP,7.0,SDS
,LON,5.9,SDS
,STP,5.9,SDS
,LON,4.5,SDS
,SRA,7.3,SDS
,LON,9.4,SDS
,STP,9.4,SDS
,LON,9.4,SDS
,STP,9.4,SDS
,LON,9.4,SDS
,STP,9.4,SDS
,LON,8.5,SDS
,STP,8.5,SDS
,LON,7.0,SDS
,STP,7.0,SDS
,LON,9.4,SDS
,STP,9.4,SDS
,LON,8.5,SDS
,LON,7.0,SDS
,LON,5.9,SDS
,LON,7.0,SDS
,STP,7.0,SDS
,LON,4.5,SDS
,SRA,8.2,SDS
,STP,4.5,SDS
,LON,77.8,SOS
,LON,78.1,SDS
,LON,177.4,SOS
,LON,161.0,SOS
,LON,161.0,SOS
,LON,153.6,SOS
,LON,199.0,SOS
,LON,191.9,SOS
,LON,161.6,SOS
,LON,174.0,SOS
,LON,140.8,SOS
,LON,181.7,SOS
,LON,211.1,SOS
,LON,211.1,SOS
,LON,111.7,SOS
,LON,111.1,SOS
,LON,200.8,SOS
,LON,200.8,SOS
,LON,204.8,SOS
,LON,204.8,SOS
,LON,161.0,SOS
,LON,233.4,SOS
,LON,234.5,SOS
,LON,242.6,SOS
,LON,232.1,SOS
,LON,228.1,SOS
,LON,218.8,SOS
,LON,206.8,SOS
,LON,249.1,SOS
,LON,238.0,SOS
,LON,232.1,SOS
,LON,220.0,SOS
,LON,224.5,SOS
,LON,206.8,SOS
,LON,205.5,SOS
,LON,205.5,SOS
,LON,208.3,SOS
,LON,128.1,SOS
,LON,200.0,SOS
,LON,172.5,SOS
,LON,181.7,SOS
,LON,138.7,SOS
,LON,89.9,SOS
,LON,207.5,SOS
,LON,176.9,SOS
,LON,182.8,SOS
,LON,217.5,SOS
,LON,228.5,SOS
,LON,204.0,SOS
,LON,210.5,SOS
,LON,197.0,SOS
,LON,198.5,SOS
,LON,197.0,SOS
,LON,205.0,SOS
,LON,200.0,SOS
,LON,198.5,SOS
,LON,198.0,SOS
,LON,198.5,SOS
,LON,198.5,SOS
,LON,184.5,SOS
,LON,198.5,SOS
,LON,207.5,SOS
,LON,193.0,SOS
,LON,205.0,SOS
,LON,182.0,SOS
,LON,198.0,SOS
,LON,183.0,SOS
,LON,179.0,SOS
,LON,193.0,SOS
,LON,184.5,SOS
,LON,179.0,SOS
,LON,179.0,SOS
,LON,207.5,SOS
,LON,214.5,SOS
,LON,189.0,SOS
,LON,128.1,SOS
,LON,207.5,SOS
,LON,148.5,SOS
,LON,162.5,SOS
,LON,207.5,SOS
,LON,169.0,SOS
,LON,162.5,SOS
,LON,185.5,SOS
,LON,183.0,SOS
,LON,180.0,SOS
,LON,183.0,SOS
,LON,190.5,SOS
,LON,137.3,SOS
,LON,124.1,SOS
,LON,98.5,SOS
,LON,103.0,SOS
,LON,101.0,SOS
,LON,89.0,SOS
,LON,114.5,SOS
,LON,139.0,SOS
,LON,137.3,SOS
,LON,93.2,SOS
,LON,110.1,SOS
,LON,244.5,SOS
,LON,235.0,SOS
,LON,232.0,SOS
,LON,222.0,SOS
,LON,222.0,SOS
,LON,205.5,SOS
,LON,213.5,SOS
,LON,205.5,SOS
,LON,205.0,SOS
,LON,183.5,SOS
,LON,98.5,SOS
,LON,98.5,SOS
